"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr. (R | S | E/M),"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzvermerk (intern),Ausgabeform (Typ),Funktion,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Autor Titelei (Liszt egh.),Kopftitel,Autor Kopftitel (Liszt egh.),Besetzung (normiert),Tempoangabe (normiert),Metronomangabe,Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Datierung (diplomatisch),Datierung (maschinenlesbar),Ort (normiert),GND-Nr. Ort,Schrift (Liszt egh.),Schrift (fremder Hand),Umfang,Papiermaß,Wasserzeichen (intern),Verlag (normiert),Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3,Provenienz Station 4,Datierung ermittelt (maschinenlesbar),Ort ermittelt (normiert),Ort ermittelt GND-Nr.,Beschreibung physischer Merkmale,Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Weiterführende Informationen (Ausgaben, Permalinks etc.) (intern)",Quellenautorität (für die Abbildung der Reiterstruktur in der Datenbank),Schreiber Umschlag/Titelblatt Bezug zu O,Schreiber Kopftitel Bezug zu Q,Schreiber zu AB gehörig bitte mit Information in AC kombinieren 
,,R 557f | S 87 | L10,Weimars Volkslied,H-Bn ,Ms. mus. 5.688,,Orszszéchényi Könyvtár,Chorpartitur,,,,,Franz Liszt | Weimars Volkslied ,,Weimar's Volkslied | 3 stimmig | Sopran und Alt | (oder Tenor und Bass) gedichtet von P. Cornelius | componirt von | F. Liszt,schwarze Tinte,FCh (SSA)/MCh (TTB),Frisch und kräftig,,Deutsch,Von der Wartburg Zinnen nieder weht ein Hauch,,,,,,schwarze Tinte,,"2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseiten)","Querformat, 266 x 341 mm, 10 Notenzeilen, handrastriert",,,,,"1900-xx-xx, ?Cohen 1900, Los 751?",,,,,,,"Papier ist etwas vergilbt und an den äußeren Ecken verstärkt
Brauner Schutzumschlag, brau geädertes Kleisterpapier und Rombus für den Titel mit grünem Leder, 363 x 286 mm",,"Reinschrift einer dreistrophigen Version für a cappella-Chor (Frauen oder Männer). Liszt beginnt oben links mit einem Hinweis in schwarzer Tinte: ""NB. für eine populäre Herausgabe | des Weimarer Volkslied ist es | zweckmäßig dasselbe auf 3 Strophen | zu beschränken - FL"". Notiert ist die Version für Frauenchor, mit erstem und zweitem Sopran sowie Alt in der Stimmvorzeichnung. Die Notation ist sehr sorgfältig mit schwarzer Tinte ausgeführt, allerdings drückt diese bei dem dünnen Papier durch. Der Refrain ist auf Blatt 1r mit einem Dal Segno-Zeichen versehen (""Möge Gott dich stets erhalten""), die 2te und 3te Strophe sind jeweils als solche betitelt. Deren Refrain ist mit einem "":S: Da Capo etc"" und einem musikalisch-textlichen Incipit nur angedeutet, Liszt verlangt aber für die Herausgabe nach der zweiten Strophe (Blatt 1v, unter dem zweiten System): ""(NB. im Stich, keine Abkürzung - sondern | alles wiederholen!)"". Auch am Ende der Seite, am Ende der dritten Strophe, notiert er, ""(Im Stiche - keine Abkürzung!)"". Anschließend folgt seine Signatur.",,"Titelei: goldene Lettern in einem Rombus aus grünem Leder bedruckt, der sich auf einem braunen, geäderten Kleisterpapier befindet, Zusatz unter dem Titel: AUTOGRAPH",wird bestellt (100 Huf pro Scan),DTie,,,,Franz Liszt,Franz Liszt,
,,R 2a/7 | S 137 | A39,"Vingt-quatre grande études, Nr. 7",H-Bn ,Ms. mus. 5.035,Sz 123/62/1971,Orsz. Széchényi Könyvtár Zenemütár Kézíratok,Partitur,,,,,"Liszt | ""Eroica""-Etude",,,,Kl,Allegro deciso,,,,,,,,,schwarze und rote Tinte,Dr (Tinte),"6 Blatt zu 3 Bogen (Einband, Vorsatz, 12 Seiten Notentext, paginiert)","Hochformat, 350 x 265 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"dickes, handgeschöpftes Papier, äußerer Rand (ca. 1 cm) bräunlich dunkel verfärbt. Das Papier ist nicht geschnitten, daher die Maße nur ca. 
Die Quelle ist in einem rotbraunen Einband (365 x 277 mm) eingebunden.",,"Das Arbeitsmanuskript zeigt die typischen Charakteristika einer frühen Liszt-Handschrift (Papier, Dicke der Tinte, fliegende Schreibattitüde, ausschließliche Verwendung von Tinten). Dazu kommt, dass Intensität und Farbgrad der Tinte nicht so konstant scheinen wie bei späteren Schriften (das schwarz auch einmal bräunlich erscheint). Jedenfalls notierte Liszt den Notentext mit schwarzer Tinte, mit der auch die meisten Striche und Korrekturen angebracht sind, und überarbeitete das Notierte in einem zweiten Schritt (intensiv ab S. 58) mit roter Tinte, mit der v.a. Zusätze wie Dynamik, Phrasierung, Pedal etc. angebracht sind. Allerdings wird mit der roten Tinte bisweilen auch gestrichen (so letzter Takt auf S. 55, erster Takt auf S. 59 und im letzten Takt im ersten System auf S. 63). Bemerkenswerter Weise treten neben den üblichen graphisch-musikalischen Symbolen wie den Crescendo-Gabeln auch relativ langgezogene Rechtecke mit roter Tinte hinzu (sehr auffällig bspw. auf S. 62). Im Laufe des Manuskripts finden sich immer wieder eingekreiste Zahlenkombinationen, die auf Seitenumbrüche in Einzel- bzw. Gesamtausgaben aller Etüden hinweisen dürften. ","Möglich, dass es derselben Sammlung wie H-Bn Ms. mus. 24 entstammt?

Aufgrund der angezeigten Seitenumbrüche wohl doch Stichvorlage?","Titelei: mit goldenen Letter auf dem rotbraunen Einband gedruckt
Kopftitel: kein Titel, nur: Nr. 7
Paginierung: S. 55-66",wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,"R 106,2 | S 244 | A132",Ungarische Rhapsodie Nr. 2,H-Bn ,Ms. mus. 274,1911 év 22 sz.,M. N. Múzeum Könyvtára Kézirait Növedéknapló,Partitur,,,,,,,,,Kl,,,,,,,,,,schwarze Tinte,,1 Blatt (2 Seiten Notentext),"Querformat, 150 x 258 mm, 10 Notenzeilen, handrastriert",,,,,,,,,,,,Blatt ist in der Mitte und dann nochmals am Rand geknickt (für Briefsendung?); in blaues Schutzpapier eingeklebt,,"Abschrift einer alternativen Kadenz für die zweite Ungarische Rhapsodie sowie alternativer Schluss, von Liszt mit schwarzer Tinte geschrieben). Auf Blatt 1r ist die Kadenz notiert und von Liszt entsprechend markiert: ""nach der [Fermate] | Seite 18 (letzter Takt). Nach der notierten Musik folgt die Anbindung, ""weiter Seite 19 bis nach der [Fermate]"". Der alternative Schluss auf Blatt 1v wird folgendermaßen eingeordnet: ""Seite 19. | Anstatt den 4 Schluss Takten sollen folgende | kräftigst gespielt werden"". Es folgt ein akkordischer Schluss von 14 Takten. Das Manuskript wird mit Liszts Signatur abgeschlossen.",,,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,"R 17,2 | S 175 | A219",St. François de Paule marchant sur les flots,H-Bn ,Ms. mus. 4.556,V. 203/2528/1987,Orszszéchényi Könyvtár,Partitur,,,,,San Francesco (de Paula) | e San Francesco d'Assisi,roter Stift,,,Kl,,,,,,,,,,"schwarze Tinte, blauer und roter Stift",,"1 Blatt (1 Titelseite, 1 Seite Notentext)","Querformat, 174 x 222 mm, 15 Notenzeilen, handrastriert",,,,,,,,,,,,"Einzelblatt ist in eine Art Umschlag eingebunden, aus diesem geht hervor, dass die Quelle ""aus dem Nachlasse Michael Mosonyi"" stammt",,"Saubere Abschrift der ""Wellenarpeggien"" der zweiten Franziskus-Legende inklusive Bassthema (entspricht im Druck der NLGA, I/10, T. 54-63). Akzente sowie Pedalanweisungen sind mit blauem Stift hinzugesetzt. Von Liszt stammt auch die Zuordnung, ""nach Pag: 3"" respektive ""Segue Page 4"". Von der auf der Titelseite erwähnten ""Vogelpredigt"" ist in dieser Quelle keine Spur zu finden.",,"SK: Das müsste eher ein Zusatz sein als eine Korrektur. Literatur: Eckhardt 1986, S. 106-107. Enthält wenige geringe Abweichungen vom Erstdruck",wird bestellt (100 Huf pro Scan),DTie,,,Franz Liszt,,Franz Liszt,
,,R - | S 306a | N13,Quand tu chantes bercée,H-Bn ,Ms. mus. 5.108,Sz 63-14/1972,Orszszéchényi Könyvtár,Partitur,Widmungsexemplar,,,,,,,,"Singst, Kl",Andantino,,Französisch,quand tu chantes bercée,,Paris | 28 Mai 1849.,1849-05-28,Paris,4044660-8,schwarze Tinte,[Alfredo Piatti 116176849] (schwarze Tinte),"2 Blatt zu 1 Bogen (Einband, Vorsatz, 4 Seiten Notentext)","Hochformat, 259 x 203 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"rotbrauner Ledereinband, 267 x 209 mm
Der äußere Rand (ca. 1 cm) weist eine dunkelbraune Verfärbung auf (offensichtlich lag etwas lange auf dem Bogen).","Bogen aus einem ""Poesiealbum"" der Matilde Juva Branca mit einem Lied von Liszt und einem von Alfredo Piatti","Reinschrift eines kurzen Liedes, Noten und Text mit schwarzer Tinte geschrieben, es fehlen jegliche Dynamik, Artikulation oder Pedalanweisungen. Am Ende datiert und signiert. 
Auf Blatt 2v findet sich ein Autograph von Alfredo Piatti, ebenfalls mit einem Klavierlied (O ma Phillis, prends pitié), das mit ""Milano il 30 Novembre 1852 | all'amabilissima signora | Matilde Juva Branca"" datiert ist. Diese muss auch gleichzeitig die Besitzerin jenes ""Poesiealbums"" sein, in das Liszt sein Lied eintrug.","Ein wohl unbekanntes, jedenfalls unediertes Lied; die Datierung dürfte mit der Vita der Besitzerin des Albums einzugrenzen sein.","Datierung: Jahr 49 nicht ganz eindeutig, da Liszts Schrift nach dem Oval nach unten abrutscht; Eckhardt ist sich auch nicht sicher und gibt 184? an

Malgorzata nach dem Lied fragen",wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,"R 106,18 | S 244 | A132",Ungarische Rhapsodie Nr. 18,H-Bn ,Ms. mus. 3.276,V. 241/355/1962,Orszszéchényi Könyvtár,Partitur,,,,,,,,,Kl,,,,,,,,,,"schwarze Tinte, roter Stift",,"1 Blatt (Einband, 2 Seiten Notentext)","Hochformat, 262 x 246 mm, 11 Notenzeilen, handrastriert",,,,,,,,,,,,"Ledereinband mit grünem geäderten Kleisterpapier, 265-257 mm
Einzelblatt mit einigen, restaurierten Beschädigungen, Tinte drückt durch das recht dünne Blatt durch",,"Saubere Abschrift der gültigen Variante des Schlusses der 18. Rhapsodie (vgl Fond 2/126 im Budapester Institut für Musikwissenschaft). Die 55 Takte stimmen mit denen in der NLGA (I, 4) überein. Die Paginierung (A und B) sowie das Fortissimo beim piu Mosso sind mit rotem Stift geschrieben, der Rest mit schwarzer Tinte.",,,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,R 632 | S 336 | N77,Verlassen,H-Bn ,Ms. mus. 6.140,Sz 378/85/1976,Orszszéchényi Könyvtár,Partitur,,,,,Verlassen | Lied v. G. Michell | für | 1. Singst. mit Piano | v. | Dr. Franz v. Liszt ,,Verlassen!,schwarze Tinte,"S, Kl",Langsam,,Deutsch,"Mir ist die Welt so freudenleer, so kalt",,"28. Juli, | 80 - Weimar | FLiszt $ 
comp. am 2. Aug. 80.","1880-07-28

1880-08-02",Weimar,4065105-8,schwarze Tinte,[Alexander Wilhelm Gottschalg 116794526] (schwarze Tinte),"4 Blatt zu 2 Bogen (1 Titelseite, 6 Seiten Notentext, 1 Leerseite)","Querformat, 163 x 251 mm, 6 Notenzeilen, handrastriert",,,,,,,,,,,,Die beiden Bogen wurden mehrfach gefaltet,,"Saubere Abschrift des Liedes mit schwarzer Tinte. Die 5 Tage später komponierte einstimmige Einleitung ist von Gottschalg auf der Verso-Seite der Titelseite notiert und mit ""Einleitung, comp. am 2. Aug. 80."" überschrieben. Auf Blatt 2r beginnt dann die Reinschrift von Liszt. Dort ist die Stimme als Mezzosopran in der Besetzung aufgeschlüsselt, die Begleitung wird vom Piano gestaltet. Noten und Text sind mit schwarzer Tinte notiert, manchmal scheint Liszt eine dickere Feder zu nutzen (oder drückte diese anders auf das Papier). Es finden sich einige wenige Rasuren, aber keine großen Korrekturen. Die dickere schwarze Feder kam möglicherweise bei einem Korrekturdurchgang zum Einsatz, denn damit trug Liszt v.a. Text und Auflösungszeichen nach. Über der Datierung notiert Liszt am Ende: ""Lied aus dem Schauspiel | ""Irrwege"" von [Gustav Michell 140978194].""",,"Titelei: Gottschalg (schwarze Tinte)

Datierung: erste Datierung stammt von Liszt, am Ende des Stücks
zweite Datierung stammt von Gottschalg, der die später komponierte Einleitung auf dem Rücken der Titelseite nachgetragen hat

Vermerk Zusatz: Gottschalg",wird bestellt (100 Huf pro Scan),DTie,,,,Franz Liszt,Franz Liszt,
,,R 64/1,Albumblatt,H-Bn ,Ms. mus. 274,,Orszszéchényi Könyvtár,Partitur,Albumblatt,,,,,,,,Kl,,,,,,Vienne | 25 Fevrier 1840 F Liszt,1840-02-25,Wien,4066009-6,schwarze Tinte,,1 Blatt (1 Seite Notentext),"Querformat, 122 x 158 mm, 6 Notenzeilen, gedruckt",,,,,"1900-xx-xx, Cohen 1900, Los 753",,,,,,,"Autograph ist auf einem größeren Blatt aufgeklebt, mit einem Fenster versehen und gerahmt; weißer und gelber Rahmen mit Fenster, 216 x 248 mm",,"Sauber notiertes Albumblatt, dass Eckhardt als Valse mélancolique-Thema identifiziert (S. 105). Das Notenpapier weist eine florale Bordüre auf, während die Tinte (insbesondere das ostinate E) durch das Papier drückt. Auffällig ist der Fingersatz für den fünftönigen Akkord zu Beginn des untersten Systems (ließe ggf. auf Liszts Arpeggiato-Technik schließen, jeux perlé). Albumblatt wird mit Ort, Datum und Signatur beendet.",,,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,"R 64,1 (?) | S 164",Albumblatt,H-Bn ,Ms. mus. 27,,A.M.N. Múzeum Könyvtára,Partitur,Albumblatt,,,,,,,,Kl,,,,,,Vienne | 25 Fevrier 1840,1840-02-25,Wien,4066009-6,schwarze Tinte,,"1 Blatt (1 Seite Notentext, 1 Leerseite)","Querformat, 123 x 159 mm, 6 Notenzeilen, gedruckt (mit gestanzter Bordüre/Rahmen)",,,,,,,,,,,,"Quelle ist auf einem größeren Papier befestigt (216 x 237 mm) und durch ein viereckiges Plastikfenster sichtbar. Alles wird von einem Umschlag aus schwarzgelben Adernpapier zusammengehalten, Hochformat, 345 x 268 [Abschluss harter Rahmen] 
Tinte drückt bisweilen bei den Notenköpfen durch und bildet dunkle Schatten",,"Von Liszt sauber mit schwarzer Tinte geschriebenes Albumblatt in E-Dur von 11 Takten Länge (mit Auftakt). Seine Unterschrift ist unter dem Doppelstrich, rechts neben Ort und Datierung platziert.",,,wird angekauft,DTie,,,,,Franz Liszt,
,,"R 106,15 | S 244 | A132",Rákóczi-Marsch,H-Bn ,Ms. mus. 23,1906 év 30 sz.,Orszszéchényi Könyvtár,Partitur,,x,,,,,,,Kl,,,,,,,,,,"schwarze Tinte, Bleistift",,"13 Blatt (Einband, 1 Titelseite, 23 Seiten Notentext, 2 Leerseiten, paginiert)","Hochformat, 322 x 255 mm, 15 Notenzeilen, handrastriert; Hochformat, 321 x 253 mm, 8-12 Notenzeilen, gedruckt",,,,,,,,,,,,"brauner Ledereinband mit mehrfarbig (grün-weiß) gestrichenem Kleisterpapier, 328 x 260 mm",Arbeitsmanuskript und Druck der vereinfachten Version,Quelle enthält zusammengebunden sowohl ein Arbeitsmanuskript zu einer Version des Rákóczy-Marsches von Liszt (Haslinger) als auch eine (wesentlich vereinfachte und) gedruckte Version von [Ferenc Erkel 118530801].,,,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,"[R 106,15]
R 105b/13",Rákóczi-Marsch,H-Bn ,Ms. mus. 23,1906 év 30 sz.,Orszszéchényi Könyvtár,Partitur,,,x,,,,,,Kl,Tempestuoso,,,,,,,Rodaun (Wien),4348476-1,"schwarze Tinte, Bleistift",,"8 Blatt (15 Seiten Notentext, 1 Leerseite, paginiert, gebunden)","Hochformat, 322 x 255 mm, 15 Notenzeilen, handrastriert",,,,,,,,,,,,"Papier sehr braun, an vielen Stellen beschädigt und eingerissen, teilweise restauriert. Bögen wurden fixiert und zusammengebunden",,"Arbeitsmanuskript, das fast ausschließlich mit schwarzer Tinte angefertigt ist. Nach dem stürmischen Beginn streicht Liszt den Eintritt des Hauptthemas im letzten System und fügt ein Verweiszeichen an, ""Siehe | Correctur | A"". Diese befindet auch auf Blatt 2r auf der ganzen Seite. Die Anbindung erfolgt durch Liszts Hinweis: ""Siehe | Seite 2. | Zeile 2."", womit er auf Blatt 1v verweist. Das Korrekturblatt wurde offensichtlich eingelegt und ist auf der Rückseite leer, so dass die Musik auf Blatt 3 weitergeht. Im weiteren Verlauf nimmt Liszt immer wieder Korrekturen vor, die einzelne Spielfiguren oder Takte betreffen. Auf S. 8 (Blatt 5v) streicht er das untere System und verweist mit ""Siehe 1, 2, 3, 4, | etc. auf die exakt gegenüberliegende Stelle, die zuerst gespielt werden soll, bevor bei 5-11 darüber fortgesetzt wird (S. 9). Die Wiederholung beim Schluss auf S. 13/14 (Blatt 8) wird mit den Zahlen 1-10 angedeutet, wobei zunächst 1-6 wiederholt werden, dann die vier Takte 7-10 erklingen, die dann ihrerseits wiederholt werden. Nach dem beidhändigen Tremolo und der wuchtigen Abkadenzierung notiert Liszt: ""Bey Carl Haslg | in Rhodaun.""","um welche Version handelt es sich hier konkret?
Eckhardt gibt im Raabe-Verzeichnis R 105b/13 an, nochmal prüfen!",,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,R 194 + R 640,Ave Maria,H-Bn ,Ms. mus. 202,1910 év 46 sz.,A. M. N. Múzeum Könyvtár,,,x,,,,,,,,,,,,,,,,,"schwarze und violette Tinte, blauer und roter Stift",[Karl Goepfart 116705221] (schwarze Tinte),"5 Blatt zu 1 Bogen und 3 Einzelblatt (2 Titelseiten, 6 Seiten Notentext, 2 Leerseiten, teilweise paginiert)","Hochformat, 321 x 257 mm, 12 Notenzeilen, handrastriert; Hochformat, 321 x 257 mm, 9-12 Notenzeilen, gedruckt",,,,,,,,,,,,,"Reinschrift, Arbeitsmanuskript und Druck","Die Quelle fasst Reinschrift, Arbeitsmanuskript und Druck der Komposition zusammen.",,,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,R 194 | S 545 | A308,Ave Maria,H-Bn ,Ms. mus. 202,1910 év 46 sz.,A. M. N. Múzeum Könyvtár,Partitur,,,x,,,,Ave Maria,,Harm/Kl,Andante pietoso,,,,,25ten März - 81 | FL,1881-03-25,,,schwarze und violette Tinte,,1 Blatt (2 Seiten Notentext),"Hochformat, 321 x 257 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,"Einzelblatt weist oben rechte einen ca 3,5 cm langen Riss auf /geklebt). Papier hat einen eigenartigen Wachsfilm beim Angreifen",,"Saubere Abschrift der kurzen Komposition, die jedoch auch einige Rasuren aufweist. Der Notentext ist scheinbar abwechselnd mit schwarzer und violetter Tinte geschrieben, die Zusätze jeweils mit der anderen Tinte (wenn schwarze Noten, dann bspw. Pedal in violett und vice versa). Datierung und Signatur am Ende.","Es ist einleuchtend, dass diese Version weniger Korrekturen aufweist, als die andere Fassung, da sie einen Tag später auf Basis derselben hergestellt wurde.",,wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,R 640 | S 341 | K8,Ave Maria,H-Bn ,Ms. mus. 202,1910 év 46 sz.,A. M. N. Múzeum Könyvtár,Partitur,,,x,,,,Ave Maria,,"Singst, Harm/Kl",Andante pietoso,,Lateinisch,"Ave Maria, Dominum tecum Benedicta tu in mulieribis ",,24 - Mars | 81 - | Budapest | FL,1881-03-24,Budapest,4008684-7,"schwarze und violette Tinte, blauer und roter Stift",[Karl Goepfart 116705221] (schwarze Tinte),"2 Blatt (1 Titelseite, 2 Seiten Notentext, 1 Leerseite)","Hochformat, 321 x 257 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,Das zweite Blatt weist starke Beschärigungen an den Rändern auf (wieder hergestellt). Papier hat einen eigenartigen Wachsfilm beim Angreifen,,"Arbeitsmanuskript mit zu Beginn nur wenigen Rasuren; Notentext ist abwechselnd mit schwarzer und violetter Tinte geschrieben, der Text scheint durchgängig mit violetter Tinte notiert. Auf Blatt 3v komplette Streichung des zweiten Systems mit blauem Stift, auch das ursprüngliche nahezu einstimmige Ende wurde revidiert, denn es findet sich am Schluss eine gelöste Überklebung (ca. 123-126 x 239 mm), die wenn auch mit vielen Rasuren und einer mit blauem Stift gestrichenen Fermate, das gültige Ende nebst Datierung, Ort und Unterschrift enthält. Auf der Rückseite der Überklebung mag man den verworfenen allerersten Entwurf des Ave Marias sehen können, in violetter Tinte und mit Fis-Dur Generalvorzeichen. Darüber notierte Liszt ""In G dur zu | schreiben)"". Auch sind zu Beginn Akkorde in der Tenorlage des Klaviers anstatt der Achtelbewegung zu erahnen (es ist aber nur die oberste Notenlinie mit Musik zu lesen). Alles wurde jedenfalls mit zinnoberrotem Stift gestrichen.","Auch hier erstaunlich, wie viel Mühe Liszt mit ""so wenigen"" Noten hat.","Titelei: Auf dem äußeren Blatt notiert: Originalmanuskript | von Meister Liszt. | (Echtheit bestätigt | W.[eimar] Sept 1905. K. Goepfart. | (Lisztianer von 1876-86.)

Text-Incipit: Fehlen die Worte ""gratia plena""? ",wird bestellt (100 Huf pro Scan),DTie,,,,,Franz Liszt,
,,R 493 | S 17 | K2 ,Der 137. Psalm,D-WRgs,GSA 60/B 11a,,,Partitur,,,,,,,,,"A, Vl, Hrf, Org ad lib.",Langsam,,Deutsch,An den Wassern zu Babylon saßen wir und weineten,,,,,,"schwarze Tinte, roter Stift",,"4 Blatt zu 2 Bogen (8 Seiten Notentext, foliiert)","Querformat, ??? x ??? mm, 14 Notenzeilen, handrastriert",,,,,,,,,,,,Am unteren Rand ist das Papier abgeschnitten.,,"Das gut lesbare Autograph hat Liszt nicht allzu stark überarbeitet. Kleine Streichungen kommen vor (schwarze Tinte), auch ergänzt Liszt nachträglich einige Bindebögen.
- Bl. 1r: Im oberen System hat Liszt vom letzten Takt abgesehen die Violine gestrichen und leicht verändert in der für den Alt vorgesehenen, in der Einleitung leeren Notenzeile neu notiert. Im unteren System hat Liszt die Altstimme gestrichen und leicht verändert in die leeren Takte der Violinstimme geschrieben.
- Bl. 2r: Eine kleine Änderung nimmt Liszt im oberen System im letzten Takt an der Altstimme vor, die er dort nach Streichung auf dem oberen Seitenrand neu notiert.
- Bl. 3r: Liszt streicht im unteren System die letzten 4 Takte (schwarze Tinte).
- Bl. 4r: Liszt streicht im oberen System die Orgel, versieht sie mit einer Einfügemarke und notiert unten auf der Seite neu. Er nummeriert die acht Orgeltakte durch und notiert zusätzlich zu der Einfügemarke die Ziffern anstatt der ausnotierten Takte an ihren vorgesehenen Ort in der Partitur. Auch notiert Liszt im oberen System lediglich die die ersten beiden Takte der Harfe aus, versieht sie mit den Buchstaben A und B, anschließend notiert er deren Wiederholung mittels der Buchstaben.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190717,BV,,,,,Franz Liszt,
,,R 493 | S 17 | K2 ,Der 137. Psalm,D-WRgs,GSA 60/B 11c,"Ms B, 11c",,Partitur,,x,,,,,,,"Singst, Vl, Hrf",Langsam,,Deutsch,An den Wassern zu Babylon saßen wir und weineten,,,,,,"sepia Tinte, Bleistift, blauer Stift",,"4 Blatt zu 2 Bogen (7 Seiten Notentext, 1 Leerseite)","Hochformat, ??? x ??? mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,,,"An dem recht sauber geschriebenen Autograph nimmt Liszt nur wenige Änderungen vor. Auf den Seiten [2], [3], und [5] genügen die Notenzeilen manchmal nicht, um den jeweils die Zeile abschließenden Takt auszuschreiben. Liszt schreibt dann über die Rastrierung hinaus. Aus Seite [2], [3] und [4] kommen einige Rasuren vor. Mit Bleistift ergänzt Liszt Dynamik und Crescendo-Pfeile. 
- S. [3]: Unter dem ersten System notiert Liszt für die Harfe (Takt 2 und 4) in ganzen Noten die Töne wie sie gedacht sind und schreibt sie sicherheitshalber zusätzlich in Buchstaben dazu (Bleistift) - bei den Konzertharfen ergeben sich durch die Saiten, mit denen ein Ton gespielt wird, Tonbezeichnungen, die außerhalb des Harfenspiels nicht intuitiv klar sind. Um dieses Problem geht es auch bei dem einzelnen Takt, den Liszt auf den unteren Seitenrand schreibt, zu gehen (sepia Tinte, blauer Stift), er entspricht den Taktanfängen der Harfe im vierten System.
- S. [4]: Im unteren System streicht Liszt den dritten Takt (sepia Tinte). Unterhalb dieses Systems notiert er mit sepia Tinte ""3 Takte mehr"" und mit Bleistift ""breit"" ""nach C dur"".
- S. [6]: Im dritten System nimmt Liszt eine kleine Streichung in der Harfe (Takt 2, Bleistift) und der Violine (Takt 3, sepia Tinte) vor.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190719,BV,,,,,Franz Liszt,
